ï»¿ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Tenure_Years,Tenure_Months,Total_Spend,Total_Purchases,Customer_Type,Family_Size,Campaign_Acceptance_Rate
9260,1945,PhD,Married,70356,0,0,2012-05-11,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,80,13,3,1706.00,27,High-income,2,0.00
8182,1984,Graduation,Married,23228,1,0,2014-05-01,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,41,11,3,121.00,11,Medium-income,3,0.00
10095,1975,PhD,Divorced/Widowed,74165,0,0,2013-01-05,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,50,12,7,1293.00,20,High-income,1,0.00
8475,1973,PhD,Married,157243,0,1,2014-01-03,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,52,11,7,1608.00,37,High-income,3,0.00
4370,1966,Graduation,Married,43482,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,59,11,9,88.00,9,High-income,5,0.00
10573,1953,Graduation,Divorced/Widowed,62551,0,0,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,72,11,9,421.00,18,High-income,1,20.00
3712,1959,Graduation,Divorced/Widowed,52332,0,0,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,66,11,11,259.00,12,High-income,1,20.00
6637,1988,Graduation,Single,66951,0,0,2013-02-11,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,37,12,6,1117.00,15,High-income,1,0.00
3152,1957,Graduation,Married,26091,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,68,11,6,89.00,9,Medium-income,4,0.00
5610,1965,Graduation,Married,33456,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,60,11,4,36.00,6,Medium-income,4,0.00
6460,1982,Graduation,Married,28718,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,43,12,1,57.00,7,Medium-income,3,0.00
1349,1970,Graduation,Married,50447,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,55,11,4,148.00,8,High-income,4,0.00
1880,1959,PhD,Married,53537,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,66,11,6,93.00,8,High-income,4,0.00
641,1967,Graduation,Single,52074,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,58,11,4,119.00,7,High-income,2,20.00
8717,1975,PhD,Married,80427,0,1,2012-12-09,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,50,12,8,1835.00,28,High-income,3,0.00
10314,1948,PhD,Married,83837,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,77,12,8,1318.00,25,High-income,2,40.00
10854,1970,PhD,Married,38853,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,11,3,45.00,7,Medium-income,4,0.00
10492,1959,Graduation,Married,38285,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,66,11,2,10.00,4,Medium-income,5,0.00
6935,1951,"2n Cycle",Married,78497,0,0,2013-01-12,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,74,12,7,978.00,25,High-income,2,20.00
7698,1976,PhD,Married,51650,0,1,2014-11-05,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,49,10,9,191.00,10,High-income,3,0.00
3559,1988,"2n Cycle",Married,16248,1,0,2014-10-05,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,37,10,10,57.00,9,Low-income,3,0.00
10562,1946,Master,Married,66835,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,11,10,1033.00,24,High-income,2,0.00
10796,1984,Master,Married,30477,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,41,11,7,66.00,6,Medium-income,3,0.00
2563,1961,Basic,Married,28249,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,11,2,43.00,6,Medium-income,2,0.00
3518,1983,Graduation,Married,25271,1,0,2012-05-12,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,42,13,3,50.00,5,Medium-income,3,0.00
5823,1970,PhD,Single,32303,0,1,2014-08-03,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,55,11,0,39.00,7,Medium-income,2,0.00
3934,1966,Graduation,Married,61286,0,1,2013-02-08,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,59,12,6,608.00,18,High-income,3,0.00
6982,1976,Graduation,Married,74068,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,49,12,5,1581.00,24,High-income,2,0.00
6431,1964,PhD,Married,45759,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,12,6,68.00,7,High-income,4,0.00
9733,1978,Basic,Married,24882,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,12,11,80.00,5,Medium-income,3,20.00
5602,1989,PhD,Married,66973,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,36,12,3,1282.00,28,High-income,2,0.00
1324,1988,Graduation,Married,38872,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,37,12,2,91.00,8,Medium-income,3,0.00
326,1973,Graduation,Married,51148,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,52,12,6,315.00,16,High-income,4,0.00
7224,1977,Graduation,Married,31353,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,48,11,7,31.00,6,Medium-income,4,0.00
6999,1980,Master,Married,69661,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,45,11,3,834.00,23,High-income,2,0.00
9938,1954,Graduation,Married,80067,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,71,11,11,1600.00,17,High-income,2,20.00
6422,1954,Graduation,Married,86718,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,71,12,7,1270.00,17,High-income,2,0.00
3182,1973,PhD,Single,46854,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,52,11,4,263.00,15,High-income,3,20.00
7300,1952,Graduation,Divorced/Widowed,69142,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,73,11,1,535.00,19,High-income,2,20.00
10424,1968,Graduation,Single,75922,0,0,2013-09-12,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,57,11,11,1295.00,18,High-income,1,0.00
8727,1978,Graduation,Divorced/Widowed,63693,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,47,11,10,1150.00,29,High-income,2,0.00
2798,1977,PhD,Married,102160,0,0,2012-02-11,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,48,13,6,1240.00,26,High-income,2,60.00
1030,1965,PhD,Single,40637,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,60,12,1,38.00,6,High-income,3,0.00
624,1984,Master,Single,18890,0,0,2012-10-11,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,41,12,10,35.00,4,Low-income,1,20.00
5176,1988,Graduation,Married,29604,1,0,2013-08-12,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,37,12,0,53.00,5,Medium-income,3,20.00
5552,1963,Master,Divorced/Widowed,48721,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,62,12,3,293.00,17,High-income,3,0.00
868,1966,Graduation,Married,44794,0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,59,11,0,65.00,6,High-income,3,0.00
380,1954,Graduation,Divorced/Widowed,64497,0,1,2012-10-09,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,71,12,10,1804.00,29,High-income,2,20.00
2677,1956,Graduation,Married,46097,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,69,12,4,241.00,15,High-income,3,0.00
6521,1954,Graduation,Married,77972,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,71,11,5,1101.00,20,High-income,2,0.00
6927,1968,PhD,Married,44377,1,1,2012-05-10,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,57,13,3,264.00,19,High-income,4,0.00
2877,1974,Master,Married,46014,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,51,12,7,541.00,26,High-income,4,0.00
0,1985,Graduation,Married,70951,0,0,2013-04-05,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,40,12,4,1198.00,17,High-income,2,0.00
1584,1977,Graduation,Married,41443,1,0,2014-01-04,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,48,11,7,482.00,20,High-income,3,0.00
7264,1978,"2n Cycle",Single,52195,2,1,2014-12-05,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,10,8,17.00,4,High-income,4,0.00
6274,1948,Master,Married,83790,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,77,11,9,1615.00,25,High-income,2,40.00
1377,1954,Master,Divorced/Widowed,44551,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,71,11,11,285.00,12,High-income,2,0.00
454,1980,Graduation,Married,69508,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,45,12,9,1135.00,28,High-income,3,0.00
1755,1988,"2n Cycle",Married,45204,1,0,2014-11-04,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,37,10,9,114.00,7,High-income,3,0.00
2075,1969,Graduation,Married,72460,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,56,11,9,1047.00,16,High-income,2,0.00
4785,1970,PhD,Married,77622,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,55,11,4,714.00,22,High-income,4,0.00
9076,1980,PhD,Married,30732,1,0,2013-05-01,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,45,12,3,185.00,13,Medium-income,3,0.00
7079,1962,Graduation,Divorced/Widowed,63887,0,1,2012-08-09,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,63,13,0,1245.00,32,High-income,2,0.00
4653,1978,Graduation,Married,42011,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,47,12,4,189.00,12,High-income,3,0.00
7375,1976,Graduation,Married,51369,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,12,10,576.00,16,High-income,3,0.00
709,1952,Graduation,Divorced/Widowed,51537,0,1,2012-09-12,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,73,12,11,1103.00,18,High-income,2,0.00
460,1972,PhD,Married,79930,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,53,13,0,1753.00,17,High-income,2,0.00
3726,1986,PhD,Married,34320,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,39,11,6,17.00,4,Medium-income,3,0.00
6798,1966,Graduation,Single,37070,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,12,5,433.00,23,Medium-income,3,0.00
5341,1962,"2n Cycle",Divorced/Widowed,81975,0,1,2013-05-01,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,63,12,3,1588.00,14,High-income,2,20.00
1606,1971,Graduation,Married,38590,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,54,12,3,22.00,4,Medium-income,3,0.00
9617,1951,Graduation,Single,15033,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,11,4,19.00,5,Low-income,1,0.00
3233,1965,PhD,Married,62745,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,60,12,5,1117.00,29,High-income,3,0.00
89,1975,"2n Cycle",Married,22212,1,0,2013-09-12,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,50,11,11,69.00,8,Medium-income,3,0.00
2936,1982,Master,Married,23661,1,0,2013-04-12,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,43,12,4,23.00,5,Medium-income,3,0.00
9449,1958,PhD,Single,79761,0,1,2013-04-10,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,67,12,4,605.00,19,High-income,2,0.00
7297,1973,Graduation,Single,7500,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,52,11,7,57.00,11,Low-income,2,0.00
313,1968,Graduation,Divorced/Widowed,73455,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,57,11,9,2088.00,22,High-income,1,20.00
9940,1958,Graduation,Married,64961,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,67,12,8,1009.00,16,High-income,3,0.00
10735,1971,Graduation,Single,22804,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,12,0,26.00,5,Medium-income,2,0.00
9529,1990,Graduation,Married,73687,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,35,11,8,1627.00,22,High-income,2,20.00
6439,1958,Graduation,Married,61074,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,67,13,0,1102.00,31,High-income,3,0.00
7411,1964,PhD,Married,31686,1,1,2014-05-06,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,61,11,3,17.00,6,Medium-income,4,0.00
2176,1972,Graduation,Married,80134,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,53,12,3,1690.00,16,High-income,3,60.00
9265,1953,Graduation,Married,75027,0,1,2013-09-01,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,72,11,11,1390.00,21,High-income,3,0.00
8867,1988,PhD,Married,67546,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,12,11,2126.00,20,High-income,2,0.00
8932,1969,Master,Married,65176,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,56,12,9,1531.00,25,High-income,3,0.00
10236,1975,Master,Single,31160,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,50,11,11,64.00,7,Medium-income,2,0.00
6340,1985,Graduation,Single,29938,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,40,11,9,26.00,6,Medium-income,2,0.00
10089,1974,Graduation,Divorced/Widowed,102692,0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,51,12,3,1112.00,29,High-income,1,80.00
2227,1958,"2n Cycle",Married,26490,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,12,11,210.00,11,Medium-income,2,0.00
10992,1967,Graduation,Married,75702,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,58,12,11,1148.00,26,High-income,4,0.00
5304,1974,PhD,Single,30899,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,12,10,33.00,6,Medium-income,2,0.00
309,1961,PhD,Married,63342,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,64,12,10,1101.00,19,High-income,3,20.00
3406,1964,Graduation,Single,45989,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,61,12,10,322.00,16,High-income,2,0.00
2661,1964,Graduation,Single,18701,1,1,2013-04-06,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,12,4,44.00,10,Low-income,3,0.00
3153,1957,PhD,Single,40737,2,1,2013-08-12,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,12,0,17.00,4,High-income,4,0.00
10264,1979,Graduation,Divorced/Widowed,15287,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,12,10,31.00,6,Low-income,2,20.00
1184,1968,PhD,Divorced/Widowed,69674,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,57,12,3,845.00,25,High-income,3,0.00
4200,1970,Master,Married,44159,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,55,11,2,275.00,15,High-income,3,0.00
9396,1978,PhD,Married,37717,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,12,9,25.00,4,Medium-income,3,0.00
2387,1952,Master,Married,43776,1,1,2013-03-02,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,73,12,5,275.00,17,High-income,4,0.00
6690,1966,Master,Married,38179,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,59,12,5,90.00,11,Medium-income,4,0.00
1225,1963,Graduation,Married,80124,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,11,1,1495.00,19,High-income,2,20.00
9703,1970,PhD,Married,38097,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,55,12,10,184.00,11,Medium-income,4,20.00
291,1970,Graduation,Married,72940,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,55,12,2,981.00,13,High-income,2,0.00
4557,1970,Graduation,Married,22070,1,0,2013-04-10,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,55,12,4,67.00,8,Medium-income,3,0.00
2379,1953,Graduation,Single,69267,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,72,12,11,1635.00,14,High-income,1,0.00
5726,1983,Master,Single,31788,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,42,11,5,60.00,10,Medium-income,2,0.00
3066,1975,PhD,Married,61905,0,1,2014-04-02,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,50,11,4,231.00,12,High-income,3,0.00
6336,1960,Graduation,Married,29315,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,65,11,2,48.00,10,Medium-income,4,0.00
10967,1963,Graduation,Divorced/Widowed,33378,1,1,2013-06-02,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,62,12,2,99.00,9,Medium-income,3,0.00
2304,1963,PhD,Married,66313,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,62,11,11,770.00,23,High-income,3,0.00
3445,1956,Graduation,Single,60714,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,69,12,7,957.00,23,High-income,1,0.00
7828,1981,Master,Married,77882,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,44,11,3,818.00,12,High-income,2,0.00
3762,1986,PhD,Single,69867,0,0,2013-02-04,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,39,12,6,925.00,17,High-income,1,20.00
4391,1968,Master,Divorced/Widowed,63841,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,12,4,908.00,22,High-income,2,0.00
4669,1981,Basic,Married,24480,1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,44,11,9,102.00,10,Medium-income,3,0.00
10144,1976,Graduation,Married,51369,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,12,10,576.00,16,High-income,3,0.00
8652,1946,Graduation,Married,37760,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,79,12,11,317.00,13,Medium-income,2,0.00
1672,1974,PhD,Married,65640,0,1,2014-01-03,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,51,11,7,461.00,15,High-income,3,0.00
8962,1975,Master,Married,44319,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,50,11,4,37.00,7,High-income,4,0.00
9974,1974,Graduation,Married,30631,1,0,2013-12-07,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,51,11,8,70.00,7,Medium-income,3,0.00
10983,1952,Graduation,Married,75278,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,73,12,6,930.00,23,High-income,2,0.00
8148,1956,Master,Married,50898,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,69,12,0,859.00,33,High-income,4,0.00
10102,1966,Graduation,Divorced/Widowed,79946,0,0,2014-12-05,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,59,10,8,1478.00,22,High-income,1,0.00
4697,1949,Master,Divorced/Widowed,35416,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,76,12,2,390.00,16,Medium-income,1,0.00
9262,1984,"2n Cycle",Married,32414,0,0,2013-04-07,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,41,12,4,52.00,5,Medium-income,2,20.00
7254,1969,Graduation,Married,38361,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,56,11,7,137.00,10,Medium-income,3,0.00
4543,1980,Graduation,Married,82497,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,45,12,9,1919.00,19,High-income,2,20.00
4927,1971,Graduation,Married,16626,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,54,11,7,68.00,9,Low-income,4,0.00
10451,1965,Graduation,Married,29672,1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,60,11,8,25.00,4,Medium-income,4,0.00
2926,1952,Master,Married,55951,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,73,13,0,1374.00,23,High-income,3,40.00
2874,1988,"2n Cycle",Divorced/Widowed,35388,1,0,2013-07-03,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,37,12,1,32.00,5,Medium-income,2,0.00
9738,1986,Master,Married,42386,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,39,12,7,100.00,7,High-income,3,0.00
7119,1982,Graduation,Single,68627,0,0,2013-12-01,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,43,11,8,825.00,12,High-income,1,0.00
3924,1965,PhD,Divorced/Widowed,57912,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,60,11,5,916.00,28,High-income,2,20.00
5827,1958,Graduation,Divorced/Widowed,35246,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,67,11,4,62.00,11,Medium-income,3,0.00
5596,1956,"2n Cycle",Married,58821,0,1,2013-12-10,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,69,11,8,728.00,21,High-income,3,0.00
10812,1978,PhD,Married,46377,1,0,2014-01-03,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,47,11,7,90.00,7,High-income,3,0.00
1717,1988,Graduation,Single,39747,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,37,11,4,273.00,13,Medium-income,2,0.00
9491,1984,Graduation,Married,23976,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,41,11,7,66.00,10,Medium-income,3,0.00
9274,1961,Master,Married,80950,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,64,12,4,1213.00,23,High-income,2,20.00
6609,1966,Graduation,Divorced/Widowed,27038,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,59,12,11,107.00,7,Medium-income,1,0.00
6963,1947,Graduation,Single,77457,0,0,2014-05-03,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,78,11,3,1157.00,18,High-income,1,20.00
4440,1964,Master,Married,64100,0,1,2013-10-09,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,61,11,10,546.00,18,High-income,3,20.00
1379,1992,Master,Married,42670,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,33,12,3,241.00,11,High-income,2,0.00
10032,1976,Graduation,Divorced/Widowed,12571,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,49,11,7,53.00,11,Low-income,2,0.00
2826,1967,Graduation,Married,22574,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,11,9,37.00,7,Medium-income,5,0.00
6320,1976,Master,Single,70893,0,0,2013-06-02,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,49,12,2,1508.00,23,High-income,1,0.00
3050,1966,Graduation,Married,54198,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,59,11,8,235.00,16,High-income,4,0.00
231,1956,Master,Married,28839,1,1,2014-11-03,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,69,10,9,32.00,7,Medium-income,4,0.00
2392,1972,Graduation,Married,40321,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,53,12,0,102.00,8,High-income,4,0.00
